着順,枠番,馬番,馬名,性齢,負担,騎手,タイム,着差,馬体重,前走比,調教師,単勝人気
1,6,6,トウメイ,牝6,,清水英次,02:36.0,,,,坂田正行,2
2,3,3,コンチネンタル,牡6,,野平祐二,02:36.2,1 1/2,,,野平富久,5
3,7,7,ダイシンボルガード,牡6,,大崎昭一,02:36.6,2 1/2,,,柴田寛,4
4,2,2,サンセイソロン,牡5,,中島啓之,02:36.9,2    ,,,勝又忠,6
5,4,4,メジロムサシ,牡5,,横山富雄,02:36.9,アタマ,,,大久保末吉,1
6,5,5,ジヨセツ,牝5,,加賀武見,02:37.2,2    ,,,鈴木清,3
取消,1,1,アカネテンリユウ,牡6,,野平祐二,?,?,,,橋本輝雄,
取消,8,8,カミタカ,牡5,,嶋田功,?,?,,,見上恒芳,
取消,8,9,メジロアサマ,牡6,,池上昌弘,?,?,,,保田隆芳,







