着順,枠番,馬番,馬名,性齢,負担,騎手,タイム,着差,馬体重,前走比,調教師,単勝人気
1,3,3,テンポイント,牡5,,鹿戸明,02:35.4,,,,小川佐助,1
2,1,1,トウショウボーイ,牡5,,武邦彦,02:35.5, 3/4,,,保田隆芳,2
3,6,6,グリーングラス,牡5,,嶋田功,02:35.6, 1/2,,,中野隆良,3
4,5,5,プレストウコウ,牡4,,郷原洋行,02:36.6,6    ,,,加藤朝治郎,4
5,2,2,トウフクセダン,牡5,,宮田仁,02:37.2,3 1/2,,,大久保末吉,7
6,4,4,シンストーム,牡7,,横山富雄,02:37.4,1 1/2,,,尾形藤吉,6
7,7,7,スピリツトスワプス,牡5,,中野栄治,02:37.4,アタマ,,,荒木静雄,8
8,8,8,メグロモガミ,牡4,,東信二,02:37.4,ハナ,,,境勝太郎,5








