着順,枠番,馬番,馬名,性齢,負担,騎手,タイム,着差,馬体重,前走比,調教師,単勝人気
1,4,4,シンザン,牡5,,松本善登,02:47.2,,,,武田文吾,1
2,6,6,ミハルカス,牡6,,加賀武見,02:47.5,1 3/4,,,小西喜蔵,3
3,3,3,ブルタカチホ,牡5,,大崎昭一,02:47.6, 1/2,,,柴田寛,6
4,5,5,ハクズイコウ,牡5,,保田隆芳,02:47.9,1 3/4,,,尾形藤吉,2
5,8,8,ヤマトキョウダイ,牡6,,野平祐二,02:48.0, 1/2,,,稲葉幸夫,5
6,1,1,ヒカルポーラ,牡7,,高橋成忠,02:48.7,4    ,,,佐藤勇,4
7,2,2,クリデイ,牡4,,森安重勝,02:49.0,2    ,,,尾形藤吉,7
8,7,7,ウメノチカラ,牡5,,森安弘明,02:49.1,クビ,,,古賀嘉蔵,8








