着順,枠番,馬番,馬名,性齢,負担,騎手,タイム,着差,馬体重,前走比,調教師,単勝人気
1,1,1,ヤマトキヨウダイ,牡5,,梶輿四松,02:45.1,,,,稲葉幸夫,3
2,4,4,トースト,牝6,,野平祐二,02:45.4,1 3/4,,,尾形藤吉,4
3,6,6,メイズイ,牡5,,保田隆芳,02:45.6,1    ,,,尾形藤吉,2
4,8,8,ウメノチカラ,牡4,,山岡つとむ,02:45.7,クビ,,,古賀嘉蔵,5
5,2,2,ヒカルポーラ,牡6,,高橋成忠,02:46.1,2 1/2,,,佐藤勇,1
6,7,7,タカチオ,牡5,,高松三太,02:46.3,1    ,,,菊池一雄,7
7,3,3,フジノホマレ,牡5,,中野渡清一,02:46.3,ハナ,,,橋本輝雄,8
8,5,5,クリベイ,牡4,,古山良司,02:46.9,4    ,,,尾形藤吉,6








