着順,枠番,馬番,馬名,性齢,負担,騎手,タイム,着差,馬体重,前走比,調教師,単勝人気
1,2,2,ハクチカラ,牡5,,保田隆芳,02:49.0,,,,尾形藤吉,1
2,1,1,オンワードゼア,牡4,,野平好男,02:49.6,3    ,,,二本柳俊夫,8
3,3,3,ラプソデー,牡4,,矢倉義勇,02:49.8,1 1/4,,,小西喜蔵,2
4,3,4,アランデール,牝6,,古山良司,02:49.8, 1/2,,,柴田恒治郎,4
5,5,7,ヨドサクラ,牝4,,岩下密政,02:50.4,3 1/2,,,伊藤勝吉,6
6,4,5,ヘキラク,牡5,,蛯名武五朗,02:50.4,クビ,,,藤本冨良,7
7,5,8,マサタカラ,牡4,,八木澤勝美,02:50.8,3    ,,,古賀嘉蔵,5
8,6,10,マイウェイ,牡5,,古野富張,02:51.0,1 1/4,,,内藤潔,9
9,4,6,カズヨシ,牡4,,高橋英夫,02:53.8,大差,,,柴田寛治,3
取消,6,9,ダンサー,牡4,,野平祐二,,,,,田中朋次郎,-






