着順,枠番,馬番,馬名,性齢,負担,騎手,タイム,着差,馬体重,前走比,調教師,単勝人気
1,3,3,タニノチカラ,牡6,,田島日出雄,02:35.9,,,,島崎宏,2
2,1,1,ハイセイコー,牡5,,増沢末夫,02:36.7,5    ,,,鈴木勝太郎,3
3,5,5,タケホープ,牡5,,嶋田功,02:36.7,クビ,,,稲葉幸夫,1
4,8,9,ホウシユウエイト,牡5,,福永洋一,02:37.9,7    ,,,日迫
